village,asv_ID,host_p,host_ID,host_species,grid,season,reads,total_reads,asv_core,asv_degree,asv_group,host_group
Mandena,ASV_1,0.6744186046511628,2609,Rattus rattus,flooded_rice,3,0.21350632430378372,18421,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2610,Rattus rattus,flooded_rice,3,0.02493386003696589,27593,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2611,Rattus rattus,flooded_rice,3,0.00277196356847881,17677,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2614,Rattus rattus,flooded_rice,3,0.00294104131243968,21761,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2615,Rattus rattus,flooded_rice,3,0.04416787264833574,17275,Core,227,3,13
Mandena,ASV_1,0.6744186046511628,2618,Rattus rattus,flooded_rice,3,0.03554125522393579,27039,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2620,Rattus rattus,flooded_rice,3,0.01448312516609088,22578,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2621,Rattus rattus,flooded_rice,3,0.00786401306636017,16531,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2622,Rattus rattus,flooded_rice,3,0.00938807827168872,17682,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2623,Rattus rattus,flooded_rice,3,0.22656406156306216,20012,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2624,Rattus rattus,flooded_rice,3,0.02117284742717823,15586,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2631,Rattus rattus,flooded_rice,3,0.01023808567872485,24907,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2632,Rattus rattus,flooded_rice,3,0.02150439238653001,32784,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2633,Rattus rattus,flooded_rice,3,0.01442658875091307,21904,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2642,Rattus rattus,flooded_rice,3,0.00533451878195154,17996,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2644,Rattus rattus,flooded_rice,3,0.11532031309370012,26318,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2645,Rattus rattus,flooded_rice,3,0.35407098121085595,23950,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2646,Rattus rattus,flooded_rice,3,0.00258337247534053,17032,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2650,Rattus rattus,secondary_forest,3,0.13495000828591946,18103,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2651,Rattus rattus,secondary_forest,3,0.00378710337768679,19540,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2652,Rattus rattus,secondary_forest,3,0.01498027151742125,14953,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2660,Rattus rattus,secondary_forest,3,0.004262326842972,20646,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2661,Rattus rattus,secondary_forest,3,0.10255662486633615,20574,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2666,Rattus rattus,secondary_forest,3,0.00875598086124401,20900,Core,227,3,9
Mandena,ASV_1,0.6744186046511628,2667,Rattus rattus,secondary_forest,3,0.02947233861231446,14081,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2668,Rattus rattus,secondary_forest,3,0.5016909120188953,18629,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2670,Rattus rattus,secondary_forest,3,0.01260454002389486,16740,Core,227,3,2
