host_ID,host_species,village,grid,season,latitude,longitude,elevation.obs,sex,mass,age_repro,age_dental
2296,Microgale brevicaudata,Mandena,agriculture,2,-14.4687460362911,49.8036319948732,119.27063,male,6.2,NA,NA
2297,Mus musculus,Mandena,agriculture,2,-14.4688509777188,49.8035220243036,121.711014,male,13.5,NA,NA
2298,Mus musculus,Mandena,agriculture,2,-14.4695030059665,49.8036559671163,133.533035,male,13.5,NA,NA
2299,Mus musculus,Mandena,agriculture,2,-14.4692450109869,49.8034900054335,127.941399,male,12,NA,NA
2300,Mus musculus,Mandena,agriculture,2,-14.4693659618496,49.803514983505,126.853911999999,male,14.5,NA,NA
2301,Mus musculus,Mandena,agriculture,2,-14.4697630126029,49.8034810367971,138.546111999999,male,11.5,NA,NA
2302,Rattus rattus,Mandena,agriculture,2,-14.4691490381956,49.8037909995764,122.159317,male,100,2,2
2303,Rattus rattus,Mandena,agriculture,2,-14.4690509699285,49.8034330084919,127.063873,female,98,2,2
2304,Rattus rattus,Mandena,agriculture,2,-14.4697920139878,49.8033780232071,141.603728999999,male,142,2,3
2305,Microgale brevicaudata,Mandena,agriculture,2,-14.469951018691,49.8034630157053,143.225403,male,10,NA,NA
2306,Microgale brevicaudata,Mandena,agriculture,2,-14.4702280405908,49.803581032902,155.998703,male,10,NA,NA
2307,Microgale brevicaudata,Mandena,agriculture,2,-14.4702830258756,49.8036309890449,159.834442,male,13.5,NA,NA
2308,Microgale brevicaudata,Mandena,agriculture,2,-14.4702830258756,49.8036309890449,159.834442,male,10.5,NA,NA
2309,Microgale brevicaudata,Mandena,agriculture,2,-14.4687430188059,49.8037070129066,119.619148,male,10,NA,NA
2312,Rattus rattus,Mandena,agriculture,2,-14.4691559951752,49.8029219638556,123.933609,female,57,1,2
2313,Rattus rattus,Mandena,agriculture,2,-14.4697719812393,49.8030910268425,140.409637,female,98,3,2
2314,Rattus rattus,Mandena,agriculture,2,-14.4691490381956,49.8037909995764,122.159317,female,83,3,2
2315,Rattus rattus,Mandena,agriculture,2,-14.4690509699285,49.8034330084919,127.063873,female,105,3,2
2318,Microgale brevicaudata,Mandena,agriculture,2,-14.469951018691,49.8034630157053,143.225403,female,8.3,NA,NA
2319,Microgale brevicaudata,Mandena,agriculture,2,-14.4689270015805,49.803034029901,119.297447,male,10.5,NA,NA
2321,Mus musculus,Mandena,agriculture,2,-14.4690829887986,49.8037269618362,121.403274999999,female,13,NA,NA
2323,Mus musculus,Mandena,agriculture,2,-14.4695999845862,49.8038660176098,130.292267,female,9.5,NA,NA
2324,Rattus rattus,Mandena,agriculture,2,-14.4692359585314,49.8036500159651,129.442215,male,125,2,3
2327,Microgale brevicaudata,Mandena,agriculture,2,-14.4689270015805,49.803034029901,119.297447,male,13,NA,NA
2328,Rattus rattus,Mandena,agriculture,2,-14.4695800356566,49.8039709590375,126.559647,female,98,3,2
2329,Rattus rattus,Mandena,agriculture,2,-14.469676008448,49.8038039915263,133.273865,female,88,3,2
2330,Rattus rattus,Mandena,agriculture,2,-14.469433017075,49.802960017696,131.152512,male,132,2,3
2333,Microgale brevicaudata,Mandena,agriculture,2,-14.470083033666,49.8035139776766,148.785538,female,9.2,NA,NA
2334,Microgale brevicaudata,Mandena,agriculture,2,-14.4687430188059,49.8037070129066,119.619148,female,8,NA,NA
2335,Mus musculus,Mandena,agriculture,2,-14.4694809615612,49.8032620176672,132.453033,female,9,NA,NA
2337,Rattus rattus,Mandena,agriculture,2,-14.4698299840092,49.8031210340559,144.080504999999,female,103,2,3
2338,Microgale brevicaudata,Mandena,agriculture,2,-14.470165008679,49.8035259637981,152.958023,female,11.5,NA,NA
2339,Microgale brevicaudata,Mandena,agriculture,2,-14.4702280405908,49.803581032902,155.998703,male,9.4,NA,NA
2341,Rattus rattus,Mandena,agriculture,2,-14.4696729909628,49.8039930034428,127.269287,male,80,1,2
2342,Rattus rattus,Mandena,agriculture,2,-14.4697269704192,49.8035689629614,135.916946,male,113,2,3
2343,Rattus rattus,Mandena,agriculture,2,-14.469676008448,49.8038039915263,133.273865,male,138,2,3
2345,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4627829827368,49.7954710386693,213.674376999999,male,12,NA,NA
2346,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4624700024724,49.7951289732009,216.80545,male,11,NA,NA
2347,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4638810120522,49.7937980107963,205.980621,female,6.8,NA,NA
2348,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4638810120522,49.7937980107963,205.980621,female,7.2,NA,NA
2349,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4638220034539,49.7938189655542,207.272736,male,12,NA,NA
2350,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4637360051274,49.7940379846841,204.275055,male,7,NA,NA
2352,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4626200385391,49.7953100223094,214.060286999999,female,6.6,NA,NA
2353,Rattus rattus,Mandena,secondary_forest,2,-14.4638710375875,49.7946399729698,193.785706,female,31,1,1
2354,Rattus rattus,Mandena,secondary_forest,2,-14.4638240151107,49.7950360178947,184.213837,male,25,1,1
2355,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4624910410493,49.7951650153845,215.673325,male,10,NA,NA
2357,Rattus rattus,Mandena,secondary_forest,2,-14.4638710375875,49.7946399729698,193.785706,female,42,1,1
2359,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4637039862573,49.7941030282527,203.688309,female,9,NA,NA
2361,Rattus rattus,Mandena,secondary_forest,2,-14.4636599812656,49.7953640017658,183.764923,male,120,2,2
2363,Microgale brevicaudata,Mandena,secondary_forest,2,-14.4637660123407,49.7938779741525,203.469756999999,female,7.8,NA,NA
2364,Setifer setosus,Mandena,secondary_forest,2,-14.4629470165818,49.7953990381211,213.855804,female,282,NA,NA
2367,Rattus rattus,Mandena,secondary_forest,2,-14.463608013466,49.7953179851174,181.471557999999,female,45,1,2
2368,Rattus rattus,Mandena,secondary_forest,2,-14.4636350031942,49.7954439651221,180.200287,male,69,2,2
2371,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4578170403838,49.7918489668518,248.45256,male,12.5,NA,NA
2372,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4580880273133,49.7917379904538,249.806519,male,11,NA,NA
2373,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4580880273133,49.7917379904538,249.806519,female,8,NA,NA
2374,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4582539889961,49.7915379982441,254.588928,male,12,NA,NA
2375,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4572319835424,49.7907979600131,293.042389,male,12.5,NA,NA
2377,Rattus rattus,Mandena,semi-intact_forest,2,-14.4580260012298,49.7915110085159,257.800689999999,male,32,1,1
2378,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4572319835424,49.7907979600131,293.042389,male,12,NA,NA
2381,Rattus rattus,Mandena,semi-intact_forest,2,-14.4579239934682,49.7912130318582,276.878235,male,129,2,2
2383,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4578170403838,49.7918489668518,248.45256,male,11.5,NA,NA
2385,Microgale brevicaudata,Mandena,semi-intact_forest,2,-14.4578170403838,49.7918489668518,248.45256,female,10.5,NA,NA
2386,Microgale brevicaudata,Mandena,flooded_rice,2,-14.470825,49.807522,103.582268,male,10,NA,NA
2387,Microgale brevicaudata,Mandena,flooded_rice,2,-14.470884,49.807556,105.508453,male,7,NA,NA
2388,Microgale brevicaudata,Mandena,flooded_rice,2,-14.470942,49.807613,105.887817,female,9,NA,NA
2389,Microgale brevicaudata,Mandena,flooded_rice,2,-14.470942,49.807613,105.887817,male,9,NA,NA
2390,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4721149746328,49.806564990431,132.163803,male,9,NA,NA
2391,Microgale brevicaudata,Mandena,flooded_rice,2,-14.472273979336,49.8062960151582,136.226958999999,male,10.5,NA,NA
2392,Microgale brevicaudata,Mandena,flooded_rice,2,-14.472273979336,49.8062960151582,136.226958999999,female,7.5,NA,NA
2393,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4723510090261,49.8062090110033,134.839980999999,male,8,NA,NA
2394,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4724130351096,49.806150002405,137.533356,female,9,NA,NA
2395,Mus musculus,Mandena,flooded_rice,2,-14.471940966323,49.8070000112056,125.783722,male,13.5,NA,NA
2396,Rattus rattus,Mandena,flooded_rice,2,-14.4715959671884,49.8069539945572,111.587661999999,male,118,2,2
2397,Rattus rattus,Mandena,flooded_rice,2,-14.4717810396105,49.8067860212177,124.062316999999,male,100,2,2
2398,Rattus rattus,Mandena,flooded_rice,2,-14.4714050274342,49.8071310203522,111.420456,female,122,2,3
2399,Rattus rattus,Mandena,flooded_rice,2,-14.471645001322,49.8065580334514,127.727715,male,95,2,2
2400,Rattus rattus,Mandena,flooded_rice,2,-14.4719470012933,49.8068809881806,126.106415,female,122,1,2
2401,Microgale brevicaudata,Mandena,flooded_rice,2,-14.470884,49.807556,105.508453,female,11,NA,NA
2402,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4720650184899,49.8066700156778,130.818497,male,10.5,NA,NA
2405,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4721690379083,49.8065229970961,135.068542,male,10.5,NA,NA
2406,Microgale brevicaudata,Mandena,flooded_rice,2,-14.470942,49.807613,105.887817,male,13.5,NA,NA
2407,Microgale brevicaudata,Mandena,flooded_rice,2,-14.471101,49.807489,110.158913,female,8,NA,NA
2409,Mus musculus,Mandena,flooded_rice,2,-14.4715490285307,49.8067430220544,124.380661,male,14,NA,NA
2410,Rattus rattus,Mandena,flooded_rice,2,-14.4714279938489,49.8072849959135,111.721367,male,117,2,2
2411,Microgale brevicaudata,Mandena,flooded_rice,2,-14.471127,49.807654,100.840973,female,7,NA,NA
2412,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4719520304352,49.8067570198327,127.06041,female,5.2,NA,NA
2413,Mus musculus,Mandena,flooded_rice,2,-14.4709280133247,49.8070409987121,106.642212,male,15,NA,NA
2414,Mus musculus,Mandena,flooded_rice,2,-14.4716170057654,49.8068789765238,124.42717,female,13.5,NA,NA
2415,Mus musculus,Mandena,flooded_rice,2,-14.4717689696699,49.8066939879208,130.233994,male,15.5,NA,NA
2416,Rattus rattus,Mandena,flooded_rice,2,-14.4711789675056,49.8072849959135,106.823143,male,59,1,1
2417,Rattus rattus,Mandena,flooded_rice,2,-14.4707759656012,49.8068320378661,107.06694,female,145,2,3
2418,Rattus rattus,Mandena,flooded_rice,2,-14.4714279938489,49.8072849959135,111.721367,female,138,2,2
2419,Rattus rattus,Mandena,flooded_rice,2,-14.4714050274342,49.8071310203522,111.420456,female,135,2,2
2420,Rattus rattus,Mandena,flooded_rice,2,-14.4718579854816,49.806898003444,126.341843,female,122,2,2
2421,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4719520304352,49.8067570198327,127.06041,female,7.3,NA,NA
2422,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4721690379083,49.8065229970961,135.068542,male,9.2,NA,NA
2423,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4721690379083,49.8065229970961,135.068542,male,10.5,NA,NA
2424,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4722520187497,49.8063810076564,136.288849,male,7.2,NA,NA
2425,Mus musculus,Mandena,flooded_rice,2,-14.4708769675344,49.8069850075989,109.068314,female,16,NA,NA
2426,Mus musculus,Mandena,flooded_rice,2,-14.4718149863183,49.8069669865071,123.679817,male,16.5,NA,NA
2427,Rattus rattus,Mandena,flooded_rice,2,-14.4710910413414,49.8070480395108,107.798882,male,53.5,1,1
2428,Rattus rattus,Mandena,flooded_rice,2,-14.4711379799991,49.8065599612891,110.322006,male,128,2,2
2429,Rattus rattus,Mandena,flooded_rice,2,-14.471690012142,49.8068560101091,122.680328,male,113,2,2
2430,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4721149746328,49.806564990431,132.163803,female,6.7,NA,NA
2432,Microgale brevicaudata,Mandena,flooded_rice,2,-14.4716829713433,49.807082992047,110.448257,female,13,NA,NA
2433,Mus musculus,Mandena,flooded_rice,2,-14.4717750046402,49.806890040636,122.075928,male,15,NA,NA
2434,Rattus rattus,Mandena,flooded_rice,2,-14.4708339683711,49.8067590314894,107.975433,female,130,3,2
2435,Rattus rattus,Mandena,flooded_rice,2,-14.4711379799991,49.8065599612891,110.322006,male,150,2,3
2436,Rattus rattus,Mandena,flooded_rice,2,-14.4714050274342,49.8071310203522,111.420456,male,146,2,2
2437,Rattus rattus,Mandena,flooded_rice,2,-14.4713529758155,49.8065400123596,120.146973,female,134,2,2
2438,Rattus rattus,Mandena,flooded_rice,2,-14.4711669813841,49.8064840212464,123.191185,male,137,2,3
2441,Microgale brevicaudata,Mandena,agroforest,2,-14.4782979693263,49.8107980191707,92.6739809999999,female,11.5,NA,NA
2442,Mus musculus,Mandena,agroforest,2,-14.4782979693263,49.8107980191707,92.6739809999999,male,10.5,NA,NA
2444,Microgale brevicaudata,Mandena,agroforest,2,-14.4773130118846,49.8116649594157,92.494629,male,10,NA,NA
2445,Microgale brevicaudata,Mandena,agroforest,2,-14.4773130118846,49.8116649594157,92.494629,female,8,NA,NA
2449,Rattus rattus,Mandena,village,2,-14.47701,49.81482,76,female,34.5,1,1
2451,Rattus rattus,Mandena,village,2,-14.47605,49.81112,76,female,26,1,1
2452,Rattus rattus,Mandena,village,2,-14.477887,49.81518804,95.04377,female,65,2,1
2453,Rattus rattus,Mandena,village,2,-14.47616,49.81379,85,female,64,3,2
2454,Rattus rattus,Mandena,village,2,-14.47878999,49.812779,92.132019,female,72,2,2
2456,Rattus rattus,Mandena,village,2,-14.46983099,49.80275298,138.785965,male,98,2,2
2457,Rattus rattus,Mandena,village,2,-14.46983099,49.80275298,138.785965,female,112,2,2
2458,Rattus rattus,Mandena,village,2,-14.47701,49.81482,76,male,26.5,1,1
2459,Rattus rattus,Mandena,village,2,-14.47605,49.81112,76,female,53.5,3,2
2460,Rattus rattus,Mandena,village,2,-14.47878999,49.812779,92.132019,female,27.5,1,1
2461,Rattus rattus,Mandena,agroforest,2,-14.477823972702,49.8105349950492,110.919394999999,male,65,1,2
2462,Rattus rattus,Mandena,agroforest,2,-14.477911982685301,49.8106499947607,98.294128,female,88,3,2
2463,Mus musculus,Mandena,agroforest,2,-14.477823972702,49.8105349950492,110.919394999999,female,16,NA,NA
2464,Rattus rattus,Mandena,agroforest,2,-14.4779519643634,49.8109809961169,96.379356,female,170,2,3
2465,Suncus etruscus,Mandena,agroforest,2,-14.4783070217818,49.810729958117,92.7265469999999,male,1.8,NA,NA
2466,Mus musculus,Mandena,village,2,-14.47701,49.81482,76,male,10.5,NA,NA
2468,Rattus rattus,Mandena,village,2,-14.47701,49.81482,76,female,57.5,1,1
2469,Rattus rattus,Mandena,village,2,-14.47701,49.81482,76,female,33,1,1
2470,Rattus rattus,Mandena,village,2,-14.47616,49.81379,85,female,47,1,1
2471,Rattus rattus,Mandena,village,2,-14.47709,49.81489,70,female,81,2,3
2472,Rattus rattus,Mandena,village,2,-14.477887,49.81518804,95.04377,female,62,3,3
2473,Mus musculus,Mandena,agroforest,2,-14.4781920220702,49.810870019719,96.015488,male,15,NA,NA
2474,Rattus rattus,Mandena,agroforest,2,-14.4774750340729,49.8110619653016,101.890945,male,95,1,3
2475,Rattus rattus,Mandena,agroforest,2,-14.477395992726,49.8111099936068,104.47731,female,104,3,3
2478,Rattus rattus,Mandena,village,2,-14.47841,49.81567,80,female,29,1,1
2479,Rattus rattus,Mandena,village,2,-14.47878999,49.812779,92.132019,male,120,2,3
2480,Rattus rattus,Mandena,village,2,-14.46983099,49.80275298,138.785965,female,117,3,3
2481,Rattus rattus,Mandena,village,2,-14.46983099,49.80275298,138.785965,male,122,2,3
2486,Rattus rattus,Mandena,village,2,-14.4784,49.81567,81,male,25.5,1,1
2487,Rattus rattus,Mandena,village,2,-14.4784,49.81567,81,female,33,1,1
2490,Rattus rattus,Mandena,village,2,-14.46983099,49.80275298,138.785965,male,139,2,3
2491,Rattus rattus,Mandena,village,2,-14.46983099,49.80275298,138.785965,female,120,3,3
2492,Suncus murinus,Mandena,agroforest,2,-14.4779500365257,49.8106260225176,98.596817,female,27,NA,NA
2494,Suncus murinus,Mandena,agroforest,2,-14.4783569779247,49.8106199875473,89.556892,male,21.5,NA,NA
2495,Rattus rattus,Mandena,agroforest,2,-14.4779750145971,49.8114140052348,86.6423029999999,male,41.5,1,1
2496,Rattus rattus,Mandena,agroforest,2,-14.477564971894,49.8111829999834,98.3189619999999,male,112,2,2
2497,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4647590164095,49.7985089756548,149.993042,male,11,NA,NA
2498,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4646320305764,49.7986490372568,148.321198,male,10.5,NA,NA
2499,Rattus rattus,Mandena,brushy_regrowth,3,-14.4661899749189,49.7991139814257,143.450836,male,73,1,2
2500,Rattus rattus,Mandena,brushy_regrowth,3,-14.4661779887974,49.7987809684127,146.262009,male,77,1,2
2501,Rattus rattus,Mandena,brushy_regrowth,3,-14.4660220015794,49.7987770289182,152.321746999999,female,36.5,1,2
2502,Rattus rattus,Mandena,brushy_regrowth,3,-14.4659459777176,49.7989839781075,137.281036,male,74,1,2
2503,Rattus rattus,Mandena,brushy_regrowth,3,-14.4662150368094,49.7992109600454,140.800231999999,female,118,3,3
2504,Rattus rattus,Mandena,brushy_regrowth,3,-14.4658410362899,49.798593968153,145.002501999999,female,20.5,1,1
2505,Rattus rattus,Mandena,brushy_regrowth,3,-14.4658719655126,49.7984560020267,141.767303,male,64,1,2
2506,Rattus rattus,Mandena,brushy_regrowth,3,-14.4656729791313,49.7987269889563,151.690872,male,81,1,2
2507,Rattus rattus,Mandena,brushy_regrowth,3,-14.4654119666665,49.7985600214451,154.541199,female,63,2,2
2508,Rattus rattus,Mandena,brushy_regrowth,3,-14.4658840354532,49.7992569766938,144.485535,male,182,2,2
2509,Rattus rattus,Mandena,brushy_regrowth,3,-14.466124009341,49.7985789645463,141.964690999999,female,118,2,2
2510,Rattus rattus,Mandena,brushy_regrowth,3,-14.4660049863159,49.798852968961,149.767258,male,149,2,3
2511,Rattus rattus,Mandena,brushy_regrowth,3,-14.4657559599727,49.7986999992281,155.745743,male,94,2,2
2512,Rattus rattus,Mandena,brushy_regrowth,3,-14.4656839594244,49.7988060303032,151.663315,male,124,2,2
2513,Rattus rattus,Mandena,brushy_regrowth,3,-14.4659459777176,49.7989839781075,137.281036,male,72,1,2
2514,Rattus rattus,Mandena,brushy_regrowth,3,-14.4653380382806,49.7987849917262,152.942551,male,117,2,2
2515,Rattus rattus,Mandena,brushy_regrowth,3,-14.4661130290478,49.7989279869943,152.765991,male,122,2,2
2516,Rattus rattus,Mandena,brushy_regrowth,3,-14.4653960410505,49.7988989856094,146.315033,female,99,3,2
2517,Rattus rattus,Mandena,brushy_regrowth,3,-14.4654680415987,49.7985239792615,149.895278999999,female,73,2,2
2518,Rattus rattus,Mandena,brushy_regrowth,3,-14.465399980545,49.7987440042197,154.497359999999,male,109,2,2
2519,Mus musculus,Mandena,brushy_regrowth,3,-14.464836968109,49.7981679998338,152.293151999999,female,5.8,NA,NA
2520,Mus musculus,Mandena,brushy_regrowth,3,-14.4654889963567,49.7984470333904,148.780258,male,11.5,NA,NA
2522,Rattus rattus,Mandena,brushy_regrowth,3,-14.4652379583567,49.7990500275045,145.95343,male,24,1,1
2523,Rattus rattus,Mandena,brushy_regrowth,3,-14.4661130290478,49.7989279869943,152.765991,male,70.5,1,2
2524,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4644219800829,49.7977540176361,158.728759999999,male,10.5,NA,NA
2525,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4645160250365,49.7978960070759,157.280532999999,male,9.5,NA,NA
2526,Rattus rattus,Mandena,brushy_regrowth,3,-14.4655719771981,49.7986350394785,151.921219,female,36,1,2
2527,Rattus rattus,Mandena,brushy_regrowth,3,-14.4658800121396,49.7988890111446,144.384887999999,male,114,2,3
2528,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4644219800829,49.7977540176361,158.728759999999,female,9.5,NA,NA
2529,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4646740239113,49.7979720309376,154.96843,male,10.5,NA,NA
2530,Microgale brevicaudata,Mandena,brushy_regrowth,3,-14.4648409914225,49.7984760347753,152.237839,male,9.8,NA,NA
2531,Mus musculus,Mandena,brushy_regrowth,3,-14.4662710279226,49.7987920325249,146.459273999999,male,11.5,NA,NA
2532,Mus musculus,Mandena,brushy_regrowth,3,-14.4661130290478,49.7986279986798,145.559936999999,male,10,NA,NA
2533,Mus musculus,Mandena,brushy_regrowth,3,-14.4660220015794,49.7987770289182,152.321746999999,male,14.5,NA,NA
2534,Mus musculus,Mandena,brushy_regrowth,3,-14.465658981353,49.7983270045369,148.215271,male,11,NA,NA
2535,Rattus rattus,Mandena,brushy_regrowth,3,-14.4662860315293,49.7986290045082,140.668747,male,130,2,2
2536,Rattus rattus,Mandena,brushy_regrowth,3,-14.4661899749189,49.7991139814257,143.450836,female,52,2,2
2537,Rattus rattus,Mandena,brushy_regrowth,3,-14.4654889963567,49.7984470333904,148.780258,male,99,2,2
2538,Rattus rattus,Mandena,brushy_regrowth,3,-14.4662759732455,49.7986880131065,143.415572999999,female,39,1,2
2539,Rattus rattus,Mandena,brushy_regrowth,3,-14.4662710279226,49.7987920325249,146.459273999999,male,31,1,1
2540,Rattus rattus,Mandena,brushy_regrowth,3,-14.4661899749189,49.7991139814257,143.450836,female,128,3,2
2541,Rattus rattus,Mandena,brushy_regrowth,3,-14.4662029668688,49.79860201478,141.590424,male,46,1,2
2542,Microgale prolixacaudata,Mandena,agriculture,3,-14.4703189842402,49.8036609962582,161.204131999999,female,4.1,NA,NA
2544,Microgale brevicaudata,Mandena,agriculture,3,-14.4704380072653,49.8037920054048,165.74704,male,10.5,NA,NA
2545,Mus musculus,Mandena,agriculture,3,-14.470165008679,49.8035259637981,152.958023,male,9,NA,NA
2546,Mus musculus,Mandena,agriculture,3,-14.4694450031965,49.8035330045968,127.712768999999,female,10.5,NA,NA
2547,Mus musculus,Mandena,agriculture,3,-14.4689130038022,49.8031859938055,124.570297,male,11,NA,NA
2548,Rattus rattus,Mandena,agriculture,3,-14.4690460246056,49.8033269774168,125.270493,male,71,1,2
2549,Rattus rattus,Mandena,agriculture,3,-14.4695959612727,49.8036019876599,131.580367999999,female,64,2,2
2550,Rattus rattus,Mandena,agriculture,3,-14.4696080312132,49.8034320026636,132.044448999999,female,45,1,3
2552,Rattus rattus,Mandena,agriculture,3,-14.4690839946269,49.8028829880058,121.213745,female,58,2,2
2553,Rattus rattus,Mandena,agriculture,3,-14.4692470226436,49.8029620293527,126.265884,female,50,1,2
2554,Rattus rattus,Mandena,agriculture,3,-14.4693440012633,49.803773984313,125.992973,male,147,2,3
2555,Rattus rattus,Mandena,agriculture,3,-14.4690509699285,49.8034330084919,127.063873,male,148,2,3
2556,Rattus rattus,Mandena,agriculture,3,-14.4689939729869,49.8030529730021,125.811843999999,male,61,1,2
2557,Rattus rattus,Mandena,agriculture,3,-14.469601996243,49.8032320104539,127.868561,female,60,1,2
2558,Rattus rattus,Mandena,agriculture,3,-14.4693369604647,49.8029979877173,128.841826999999,female,102,3,3
2559,Suncus murinus,Mandena,agriculture,3,-14.4696729909628,49.8039930034428,127.269287,male,30,NA,NA
2560,Suncus murinus,Mandena,agriculture,3,-14.4689010176807,49.8032630234956,122.46125,male,40,NA,NA
2561,Mus musculus,Mandena,agriculture,3,-14.4688229821622,49.8036409635096,119.240906,male,11.5,NA,NA
2562,Suncus murinus,Mandena,agriculture,3,-14.468766991049,49.8031419888138,123.075287,female,22,NA,NA
2564,Rattus rattus,Mandena,agriculture,3,-14.4690460246056,49.8033269774168,125.270493,female,71,3,2
2565,Rattus rattus,Mandena,agriculture,3,-14.4695800356566,49.8039709590375,126.559647,male,134,2,2
2566,Rattus rattus,Mandena,agriculture,3,-14.4689320307224,49.8035820387303,125.588257,female,73,2,2
2567,Rattus rattus,Mandena,agriculture,3,-14.4690509699285,49.8034330084919,127.063873,female,108,3,2
2568,Rattus rattus,Mandena,agriculture,3,-14.4691219646483,49.8033859860152,127.009407,male,120,2,2
2569,Rattus rattus,Mandena,agriculture,3,-14.4689939729869,49.8030529730021,125.811843999999,male,148,2,2
2570,Rattus rattus,Mandena,agriculture,3,-14.4693369604647,49.8029979877173,128.841826999999,female,104,2,2
2571,Rattus rattus,Mandena,agriculture,3,-14.4697230309247,49.8031679727137,136.957153,male,112,2,2
2572,Rattus rattus,Mandena,agriculture,3,-14.4689290132373,49.8036699648946,119.417984,female,47,1,2
2573,Rattus rattus,Mandena,agriculture,3,-14.4695800356566,49.8039709590375,126.559647,male,94,2,2
2574,Rattus rattus,Mandena,agriculture,3,-14.4691219646483,49.8033859860152,127.009407,male,144,2,2
2576,Mus musculus,Mandena,agriculture,3,-14.4689290132373,49.8036699648946,119.417984,female,10.5,NA,NA
2577,Rattus rattus,Mandena,agriculture,3,-14.4688509777188,49.8035220243036,121.711014,male,60,1,2
2578,Microgale brevicaudata,Mandena,agriculture,3,-14.4693040195852,49.8034090362489,132.008743,female,11.5,NA,NA
2579,Microgale brevicaudata,Mandena,agriculture,3,-14.4702280405908,49.803581032902,155.998703,male,10,NA,NA
2580,Mus musculus,Mandena,agriculture,3,-14.4691030215471,49.803552031517,127.094162,male,10.5,NA,NA
2581,Rattus rattus,Mandena,agriculture,3,-14.4690320268273,49.8029849957674,116.312218,female,55,2,2
2582,Rattus rattus,Mandena,agriculture,3,-14.469514992088,49.8032200243324,124.045272999999,female,33,1,1
2583,Rattus rattus,Mandena,agriculture,3,-14.4692079629749,49.8028369713574,125.95578,female,62,2,2
2584,Rattus rattus,Mandena,agriculture,3,-14.4689939729869,49.8030529730021,125.811843999999,male,145,2,3
2586,Rattus rattus,Mandena,agriculture,3,-14.4689939729869,49.8030529730021,125.811843999999,male,132,2,3
2587,Rattus rattus,Mandena,agriculture,3,-14.4690079707652,49.8036849685013,121.12886,male,60.5,1,2
2588,Rattus rattus,Mandena,agriculture,3,-14.4694070331752,49.8038999643176,123.047028,male,23,1,1
2589,Rattus rattus,Mandena,agriculture,3,-14.4689010176807,49.8032630234956,122.46125,female,57,2,2
2590,Microgale brevicaudata,Mandena,agriculture,3,-14.4693949632346,49.8030450101941,130.786330999999,female,12,NA,NA
2591,Mus musculus,Mandena,agriculture,3,-14.4689290132373,49.8036699648946,119.417984,female,8.2,NA,NA
2592,Microgale brevicaudata,Mandena,flooded_rice,3,-14.471118,49.807567,105.753181,male,10,NA,NA
2593,Mus musculus,Mandena,flooded_rice,3,-14.4712079688906,49.8068349715322,112.223473,male,12.5,NA,NA
2594,Mus musculus,Mandena,flooded_rice,3,-14.4715300016105,49.8068939801305,111.857605,male,13,NA,NA
2595,Rattus rattus,Mandena,flooded_rice,3,-14.4710910413414,49.8070480395108,107.798882,male,56,1,2
2596,Rattus rattus,Mandena,flooded_rice,3,-14.4711420033127,49.8070949781686,108.998695,female,65,2,2
2597,Rattus rattus,Mandena,flooded_rice,3,-14.4711919594556,49.8069229815155,110.081055,female,50,2,2
2598,Rattus rattus,Mandena,flooded_rice,3,-14.4712659716606,49.8069649748504,110.79924,male,54,1,2
2599,Rattus rattus,Mandena,flooded_rice,3,-14.4712720066308,49.8068969976156,111.755188,male,58,1,2
2600,Rattus rattus,Mandena,flooded_rice,3,-14.4715259782969,49.806668004021,121.948639,male,33,1,2
